,date,month,year,id,name,room_type,neighbourhood,neighbourhood_group,price,minimum_nights,rented_365
18740,2021-11-15,2021-11,2021,43407835,"Double Room, DAYUSE, 5 hours: 10AM-3PM",Private room,Rochor,Central Region,88,1,9
18741,2021-11-16,2021-11,2021,41482560,Shipping Container 2 @ Haw Par Villa,Entire home/apt,Queenstown,Central Region,250,92,269
18742,2021-11-16,2021-11,2021,41481981,Shipping Container 1 @ Haw Par Villa,Entire home/apt,Queenstown,Central Region,250,92,275
18743,2021-11-16,2021-11,2021,47912877,"Double, Window, SHORT OVERNIGHT, 12 hours: 9PM-9AM",Private room,Downtown Core,Central Region,172,1,6
18744,2021-11-16,2021-11,2021,26435923,The Snug - City /Bathroom/Farrer Pk MRT/Sanitised,Private room,Kallang,Central Region,62,92,167
18745,2021-11-16,2021-11,2021,47912530,Tasteful & Cozy 1 BR near SGH/Tiong Bahru,Entire home/apt,Bukit Merah,Central Region,120,92,365
18746,2021-11-16,2021-11,2021,19107598,Bali Moon Studio. Netflix/Farrer Pk MRT/Flexible,Entire home/apt,Kallang,Central Region,118,92,193
18747,2021-11-16,2021-11,2021,4541183,Boat Quay Studio Premium River View (South bridge),Entire home/apt,Singapore River,Central Region,224,1,365
18748,2021-11-17,2021-11,2021,53317101,The Executive Loft,Private room,Serangoon,North-East Region,180,92,0
18749,2021-11-17,2021-11,2021,41611248,Near Somerset modern bedroom with small  balcony,Private room,River Valley,Central Region,250,92,275
18750,2021-11-17,2021-11,2021,33634552,Luxurious Studio  in the heart of the city.,Entire home/apt,Rochor,Central Region,130,92,365
18751,2021-11-17,2021-11,2021,40267527,Ensuite double room - Penthouse  Prime location,Private room,River Valley,Central Region,68,92,275
18752,2021-11-17,2021-11,2021,28264364,Spacious & Bright Shophouse Apartment 3 min to MRT,Entire home/apt,Rochor,Central Region,145,92,70
18753,2021-11-17,2021-11,2021,41482560,Shipping Container 2 @ Haw Par Villa,Entire home/apt,Queenstown,Central Region,250,92,269
18754,2021-11-17,2021-11,2021,15792808,Chinatown Studio No window,Entire home/apt,Outram,Central Region,164,1,16
18755,2021-11-18,2021-11,2021,33669171,Cozy Studio Centrally Located Near to Mrt,Entire home/apt,Rochor,Central Region,120,92,299
18756,2021-11-19,2021-11,2021,47296851,Nature Inspired Premier 1BR Apartment in Novena,Entire home/apt,Novena,Central Region,377,1,27
18757,2021-11-19,2021-11,2021,11972403,"3-5mins to Kovan MRT, 20mins to City, Quiet, Clean",Entire home/apt,Hougang,North-East Region,44,92,184
18758,2021-11-19,2021-11,2021,49577387,*#New Cozy Private room @ Farrer Park,Private room,Kallang,Central Region,52,92,158
18759,2021-11-20,2021-11,2021,21854678,Studio Amaze~Cozy Serviced Apartment with WIFI,Entire home/apt,Kallang,Central Region,172,7,101
18760,2021-11-20,2021-11,2021,48033280,"Double Cabin, shared bathroom near Jalan Besar MRT",Private room,Rochor,Central Region,347,1,7
18761,2021-11-20,2021-11,2021,4541183,Boat Quay Studio Premium River View (South bridge),Entire home/apt,Singapore River,Central Region,224,1,365
18762,2021-11-20,2021-11,2021,8264717,"Garden of Eden (Near Airport, Expo, SUTD)",Entire home/apt,Tampines,East Region,160,100,160
18763,2021-11-20,2021-11,2021,47945468,Single cabin shared bathroom in Tanjong Pagar MRT,Private room,Outram,Central Region,287,1,2
18764,2021-11-20,2021-11,2021,52525651,FS S3 central home private bath & kitchen,Entire home/apt,Kallang,Central Region,115,92,73
18765,2021-11-20,2021-11,2021,42910492,Lovely Deluxe Bedroom,Private room,Serangoon,North-East Region,60,92,365
18766,2021-11-21,2021-11,2021,47913062,Studio Loft near Pasir Panjang & Kent Ridge Park,Private room,Queenstown,Central Region,168,7,365
18767,2021-11-21,2021-11,2021,42588720,Room in a loft penthouse in central Singapore,Private room,Tanglin,Central Region,109,92,77
18768,2021-11-21,2021-11,2021,4541183,Boat Quay Studio Premium River View (South bridge),Entire home/apt,Singapore River,Central Region,224,1,365
18769,2021-11-21,2021-11,2021,39641470,Nature Inspired 1 Bedroom Apartment in Novena,Entire home/apt,Novena,Central Region,189,6,365
18770,2021-11-21,2021-11,2021,47912647,Tasteful & Cozy Exe 1 Bedroom Apt in Tiong Bahru,Entire home/apt,Bukit Merah,Central Region,125,92,365
18771,2021-11-21,2021-11,2021,16565287,"1+ Stay in City Center, next to MRT",Private room,Kallang,Central Region,54,92,71
18772,2021-11-21,2021-11,2021,16370834,Comfortable Chermai (BR2),Private room,Serangoon,North-East Region,90,92,65
18773,2021-11-22,2021-11,2021,47945468,Single cabin shared bathroom in Tanjong Pagar MRT,Private room,Outram,Central Region,287,1,2
18774,2021-11-22,2021-11,2021,40267722,Cosy single room 1 - Shared Penthouse,Private room,River Valley,Central Region,59,92,275
18775,2021-11-22,2021-11,2021,51076382,Private Double Window cabin near Jalan Besar MRT,Private room,Rochor,Central Region,466,1,1
18776,2021-11-22,2021-11,2021,33604276,Spacious Studio in the Heart Of the city,Entire home/apt,Rochor,Central Region,120,92,292
18777,2021-11-22,2021-11,2021,49133042,"full kitchen, petfriendly service apartment Town",Entire home/apt,Downtown Core,Central Region,188,6,66
18778,2021-11-23,2021-11,2021,48033280,"Double Cabin, shared bathroom near Jalan Besar MRT",Private room,Rochor,Central Region,347,1,7
18779,2021-11-23,2021-11,2021,41481981,Shipping Container 1 @ Haw Par Villa,Entire home/apt,Queenstown,Central Region,250,92,275
18780,2021-11-23,2021-11,2021,40198092,"Modern Bedroom with En-Suite, Lap Pool & Kitchen",Private room,Clementi,West Region,118,92,256
18781,2021-11-23,2021-11,2021,39641568,Nature Inspired Premier 1BR Apartment in Novena,Entire home/apt,Novena,Central Region,258,6,365
18782,2021-11-24,2021-11,2021,33669171,Cozy Studio Centrally Located Near to Mrt,Entire home/apt,Rochor,Central Region,120,92,299
18783,2021-11-24,2021-11,2021,51122058,Marina Bay Sands（MBS）Hotel,Private room,Marina South,Central Region,580,1,251
18784,2021-11-24,2021-11,2021,51075717,"Single Window Cabin,shared bathroom near Chinatown",Private room,Outram,Central Region,259,1,9
18785,2021-11-24,2021-11,2021,1495386,Private room with balcony nr beach,Private room,Pasir Ris,East Region,50,92,155
18786,2021-11-24,2021-11,2021,21358634,"!! CozyRoom@City Center,Little India,FarrerParkMRT",Private room,Kallang,Central Region,55,92,123
18787,2021-11-24,2021-11,2021,30687199,The Nest - Modern Living in the food paradise,Entire home/apt,Marine Parade,Central Region,139,365,1
18788,2021-11-24,2021-11,2021,51122424,Marina Bay Sands Hotel staycations,Private room,Marina South,Central Region,662,1,129
18789,2021-11-24,2021-11,2021,47945468,Single cabin shared bathroom in Tanjong Pagar MRT,Private room,Outram,Central Region,287,1,2
18790,2021-11-25,2021-11,2021,11817134,"CS S7 Central loft studio, private bath & kitchen",Entire home/apt,Outram,Central Region,112,92,44
18791,2021-11-25,2021-11,2021,47295315,Nature Inspired Studio Apartment in Novena,Entire home/apt,Novena,Central Region,350,1,11
18792,2021-11-25,2021-11,2021,21854687,Studio Chic~Cozy Serviced Apartment with Wi-Fi,Entire home/apt,Kallang,Central Region,184,7,127
18793,2021-11-25,2021-11,2021,20806898,Affordable 1 Studio Suite Apartment @ Orchard Road,Entire home/apt,Orchard,Central Region,473,6,4
18794,2021-11-25,2021-11,2021,8277151,"kitchen, washer, spacious serviced apartment town",Entire home/apt,River Valley,Central Region,237,6,11
18795,2021-11-25,2021-11,2021,53317236,MAGNIFICENT STUDIO on ORCHARD,Entire home/apt,River Valley,Central Region,360,92,1
18796,2021-11-26,2021-11,2021,34526007,Luxurious 1 Br very close to MRT,Entire home/apt,Rochor,Central Region,140,92,40
18797,2021-11-26,2021-11,2021,33604276,Spacious Studio in the Heart Of the city,Entire home/apt,Rochor,Central Region,120,92,292
18798,2021-11-26,2021-11,2021,43359426,Luxury & Bright studio room SEN-4 with shared pool,Private room,Bedok,East Region,140,92,39
18799,2021-11-26,2021-11,2021,39641568,Nature Inspired Premier 1BR Apartment in Novena,Entire home/apt,Novena,Central Region,258,6,365
18800,2021-11-26,2021-11,2021,47911419,"Double, Window, DAYUSE, 8 hours: 11AM-7PM",Private room,Downtown Core,Central Region,136,1,8
18801,2021-11-27,2021-11,2021,31687465,Cozy Lakeshore condo common room,Private room,Jurong West,West Region,65,92,1
18802,2021-11-27,2021-11,2021,1024986,Super Host Apartment,Entire home/apt,River Valley,Central Region,170,92,30
18803,2021-11-27,2021-11,2021,34526007,Luxurious 1 Br very close to MRT,Entire home/apt,Rochor,Central Region,140,92,40
18804,2021-11-27,2021-11,2021,53181539,Lovely private room in Condo with excellent facilities in heart of Town,Private room,Tanglin,Central Region,75,92,8
18805,2021-11-28,2021-11,2021,39293936,"Private lift, jacuzzi steam bath, kitchen & train",Entire home/apt,Bishan,Central Region,99,93,202
18806,2021-11-28,2021-11,2021,21854678,Studio Amaze~Cozy Serviced Apartment with WIFI,Entire home/apt,Kallang,Central Region,172,7,101
18807,2021-11-28,2021-11,2021,33669171,Cozy Studio Centrally Located Near to Mrt,Entire home/apt,Rochor,Central Region,120,92,299
18808,2021-11-28,2021-11,2021,22114845,"(v1) CozyRoom Near City, 6mins Walk To Aljunid MRT",Private room,Geylang,Central Region,56,92,16
18809,2021-11-28,2021-11,2021,31114726,"Very large, clean, comfortable room.",Entire home/apt,Marine Parade,Central Region,90,92,40
18810,2021-11-28,2021-11,2021,48265411,Modern & Relaxing Stay L2 @ Bugis/Orchard/Dhoby,Private room,Rochor,Central Region,136,92,260
18811,2021-11-28,2021-11,2021,38056679,Private bedroom in residential estate,Private room,Ang Mo Kio,North-East Region,40,92,282
18812,2021-11-29,2021-11,2021,47945986,"Cabin M- Window, Private Bathroom",Private room,Outram,Central Region,440,1,3
18813,2021-11-29,2021-11,2021,33888989,Deluxe 1 Bedroom serviced apartment near orchard,Entire home/apt,River Valley,Central Region,256,6,12
18814,2021-11-29,2021-11,2021,31965730,Newly Re-furbished Single Female Room,Private room,Choa Chu Kang,West Region,92,92,0
18815,2021-11-29,2021-11,2021,30687199,The Nest - Modern Living in the food paradise,Entire home/apt,Marine Parade,Central Region,139,365,1
18816,2021-11-29,2021-11,2021,43407835,"Double Room, DAYUSE, 5 hours: 10AM-3PM",Private room,Rochor,Central Region,88,1,9
18817,2021-11-29,2021-11,2021,43336673,"Double Room, DAYUSE, 5 hours: 9AM-2PM",Private room,Downtown Core,Central Region,98,1,8
18818,2021-11-30,2021-11,2021,47927882,Nature Inspired Premier 1BR Apartment in Novena,Entire home/apt,Novena,Central Region,258,92,365
18819,2021-11-30,2021-11,2021,48265114,Modern & Relaxing Stay Annex @ Bugis/Orchard/Dhoby,Private room,Rochor,Central Region,111,92,233
18820,2021-11-30,2021-11,2021,47945468,Single cabin shared bathroom in Tanjong Pagar MRT,Private room,Outram,Central Region,287,1,2
18821,2021-11-30,2021-11,2021,33388955,Spacious 1 Br very close to MRT,Entire home/apt,Kallang,Central Region,140,92,112
18822,2021-11-30,2021-11,2021,47295777,Nature Inspired Executive Studio Apt. in Novena,Entire home/apt,Novena,Central Region,325,1,12
18823,2021-11-30,2021-11,2021,4664392,CS S3 Central studio with private bath & kitchen!,Entire home/apt,Outram,Central Region,115,92,220
18824,2021-11-30,2021-11,2021,48033351,"Twin Cabin, shared bathroom near Jalan Besar MRT",Private room,Rochor,Central Region,348,1,5
18825,2021-11-30,2021-11,2021,29552643,Chinatown Skylight Studio,Entire home/apt,Outram,Central Region,200,1,25
18826,2021-11-30,2021-11,2021,11581560,Sky Suite & Apartment @ Marina Bay,Entire home/apt,Downtown Core,Central Region,386,92,0
18827,2021-12-01,2021-12,2021,4541183,Boat Quay Studio Premium River View (South bridge),Entire home/apt,Singapore River,Central Region,224,1,365
18828,2021-12-01,2021-12,2021,25130085,"(v2) Cozy Room Near City, 6mins Walk ->Aljunid MRT",Private room,Geylang,Central Region,55,92,83
18829,2021-12-01,2021-12,2021,33669171,Cozy Studio Centrally Located Near to Mrt,Entire home/apt,Rochor,Central Region,120,92,299
18830,2021-12-01,2021-12,2021,40361907,371 L2R2 Master bedroom w Private toilet,Private room,Geylang,Central Region,70,92,150
18831,2021-12-01,2021-12,2021,21605333,Deluxe Double Room in City Center,Hotel room,Singapore River,Central Region,211,92,37
18832,2021-12-01,2021-12,2021,32488562,Balcony +Washbasin rm2* @ tiong bahru heritage,Private room,Bukit Merah,Central Region,59,92,16
18833,2021-12-01,2021-12,2021,21015977,WFH Fully Furnished SGClean Apartment | city views,Entire home/apt,Rochor,Central Region,200,6,365
18834,2021-12-01,2021-12,2021,36216542,Spacious 1+1 Room 2 near MRT in the East,Private room,Geylang,Central Region,45,92,101
18835,2021-12-02,2021-12,2021,51122058,Marina Bay Sands（MBS）Hotel,Private room,Marina South,Central Region,580,1,251
18836,2021-12-02,2021-12,2021,51476593,"Double Room, SHORT OVERNIGHT, 13 hours: 6PM-7AM",Private room,Rochor,Central Region,159,1,7
18837,2021-12-02,2021-12,2021,41032819,Work From Home Serviced Apartment | SG city views,Entire home/apt,Rochor,Central Region,175,6,365
18838,2021-12-02,2021-12,2021,33604276,Spacious Studio in the Heart Of the city,Entire home/apt,Rochor,Central Region,120,92,292
18839,2021-12-02,2021-12,2021,22348216,"(C) 1+ Cozy Room Near City, Walk To Aljunid MRT",Private room,Geylang,Central Region,47,92,16
18840,2021-12-02,2021-12,2021,33669171,Cozy Studio Centrally Located Near to Mrt,Entire home/apt,Rochor,Central Region,120,92,299
18841,2021-12-03,2021-12,2021,53181539,Lovely private room in Condo with excellent facilities in heart of Town,Private room,Tanglin,Central Region,75,92,8
18842,2021-12-03,2021-12,2021,21015881,SG Clean Apartment with city views | Downtown CBD,Entire home/apt,Rochor,Central Region,200,6,365
18843,2021-12-03,2021-12,2021,53175850,NOVENA Serviced Apartment-Premium One bedroom 5,Entire home/apt,Novena,Central Region,160,4,93
18844,2021-12-03,2021-12,2021,26435923,The Snug - City /Bathroom/Farrer Pk MRT/Sanitised,Private room,Kallang,Central Region,62,92,167
18845,2021-12-03,2021-12,2021,43408005,"Double, Window, DAYUSE, 5 hours: 10AM-3PM",Private room,Rochor,Central Region,95,1,8
18846,2021-12-03,2021-12,2021,49577387,*#New Cozy Private room @ Farrer Park,Private room,Kallang,Central Region,52,92,158
18847,2021-12-03,2021-12,2021,5889741,Entire Home in the Heart of City,Entire home/apt,Rochor,Central Region,173,92,244
18848,2021-12-04,2021-12,2021,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
18849,2021-12-04,2021-12,2021,33669171,Cozy Studio Centrally Located Near to Mrt,Entire home/apt,Rochor,Central Region,120,92,299
18850,2021-12-04,2021-12,2021,20888336,Cozy Room with a View,Private room,Bukit Timah,Central Region,47,92,277
18851,2021-12-04,2021-12,2021,41076836,👍3 TYPE STUDIO🎉 NEAR S'PORE ALL POPULAR PLACES👍,Entire home/apt,Bukit Merah,Central Region,228,92,7
18852,2021-12-04,2021-12,2021,48725792,Marina bay sands hotel infinity pool 新加坡金沙酒店无边泳池乌节,Private room,Downtown Core,Central Region,575,92,184
18853,2021-12-04,2021-12,2021,8277151,"kitchen, washer, spacious serviced apartment town",Entire home/apt,River Valley,Central Region,237,6,11
18854,2021-12-04,2021-12,2021,43408005,"Double, Window, DAYUSE, 5 hours: 10AM-3PM",Private room,Rochor,Central Region,95,1,8
18855,2021-12-04,2021-12,2021,9464059,"!Stay in City Center, next to Farrer Park MRT (1)",Private room,Kallang,Central Region,59,92,118
18856,2021-12-04,2021-12,2021,47296851,Nature Inspired Premier 1BR Apartment in Novena,Entire home/apt,Novena,Central Region,377,1,27
18857,2021-12-04,2021-12,2021,48176330,STUDIO AT FORT ROAD NEAR EAST COAST PARK,Entire home/apt,Kallang,Central Region,214,92,1
18858,2021-12-04,2021-12,2021,1024986,Super Host Apartment,Entire home/apt,River Valley,Central Region,170,92,30
18859,2021-12-04,2021-12,2021,34951369,Bartley Ridge,Entire home/apt,Toa Payoh,Central Region,250,92,186
18860,2021-12-05,2021-12,2021,50433019,Boat Stay (Floating Chalet),Entire home/apt,Punggol,North-East Region,333,150,187
18861,2021-12-05,2021-12,2021,47945468,Single cabin shared bathroom in Tanjong Pagar MRT,Private room,Outram,Central Region,287,1,2
18862,2021-12-05,2021-12,2021,39641568,Nature Inspired Premier 1BR Apartment in Novena,Entire home/apt,Novena,Central Region,258,6,365
18863,2021-12-05,2021-12,2021,43328947,"*4 Stay in City Center, next to Farrer Park MRT",Private room,Kallang,Central Region,61,92,57
18864,2021-12-05,2021-12,2021,40316461,twin bed clean and comfortable room in YewTee,Private room,Choa Chu Kang,West Region,55,92,257
18865,2021-12-05,2021-12,2021,51931632,Boat Quay Studio Premium River View(Quayside Wing),Entire home/apt,Singapore River,Central Region,294,1,29
18866,2021-12-05,2021-12,2021,21420790,Standard Single Room in City Center,Hotel room,Singapore River,Central Region,161,92,129
18867,2021-12-05,2021-12,2021,23169041,"(1bb*) Private Room @ City Center, next to MRT",Private room,Kallang,Central Region,59,92,76
18868,2021-12-05,2021-12,2021,43354914,Deluxe Private Studio Room Sen-5 with shared pool,Private room,Bedok,East Region,140,92,87
18869,2021-12-05,2021-12,2021,22745179,Sea View Studio @ Shenton,Entire home/apt,Downtown Core,Central Region,180,92,77
18870,2021-12-05,2021-12,2021,40198092,"Modern Bedroom with En-Suite, Lap Pool & Kitchen",Private room,Clementi,West Region,118,92,256
18871,2021-12-05,2021-12,2021,47912530,Tasteful & Cozy 1 BR near SGH/Tiong Bahru,Entire home/apt,Bukit Merah,Central Region,120,92,365
18872,2021-12-05,2021-12,2021,16370834,Comfortable Chermai (BR2),Private room,Serangoon,North-East Region,90,92,65
18873,2021-12-05,2021-12,2021,16309636,Centre of Chinatown.,Private room,Outram,Central Region,88,92,0
18874,2021-12-05,2021-12,2021,51076382,Private Double Window cabin near Jalan Besar MRT,Private room,Rochor,Central Region,466,1,1
18875,2021-12-05,2021-12,2021,21358634,"!! CozyRoom@City Center,Little India,FarrerParkMRT",Private room,Kallang,Central Region,55,92,123
18876,2021-12-06,2021-12,2021,53175494,Premium studio at Moulmein Road,Entire home/apt,Novena,Central Region,400,92,274
18877,2021-12-06,2021-12,2021,43408005,"Double, Window, DAYUSE, 5 hours: 10AM-3PM",Private room,Rochor,Central Region,95,1,8
18878,2021-12-06,2021-12,2021,33669171,Cozy Studio Centrally Located Near to Mrt,Entire home/apt,Rochor,Central Region,120,92,299
18879,2021-12-06,2021-12,2021,47945703,Dbl cabin shared bathroom near Tanjong Pagar MRT,Private room,Outram,Central Region,342,1,6
18880,2021-12-06,2021-12,2021,49100433,"Double Room, DAYUSE, 9 hours: 8AM-5PM",Private room,Downtown Core,Central Region,127,1,8
18881,2021-12-06,2021-12,2021,32475586,City-located studio apartment * BRAND NEW*,Entire home/apt,Rochor,Central Region,102,92,234
18882,2021-12-07,2021-12,2021,22912035,1 Executive Suite  Apartment  along Orchard Road!,Entire home/apt,Orchard,Central Region,538,6,6
18883,2021-12-07,2021-12,2021,4541183,Boat Quay Studio Premium River View (South bridge),Entire home/apt,Singapore River,Central Region,224,1,365
18884,2021-12-07,2021-12,2021,22454647,Modern 3 bedroom Condominium Near Public transport,Entire home/apt,Pasir Ris,East Region,393,92,0
18885,2021-12-07,2021-12,2021,19107598,Bali Moon Studio. Netflix/Farrer Pk MRT/Flexible,Entire home/apt,Kallang,Central Region,118,92,193
18886,2021-12-07,2021-12,2021,29579499,Chinatown Studio Premium,Entire home/apt,Outram,Central Region,239,1,53
18887,2021-12-07,2021-12,2021,11972403,"3-5mins to Kovan MRT, 20mins to City, Quiet, Clean",Entire home/apt,Hougang,North-East Region,44,92,184
18888,2021-12-07,2021-12,2021,30165301,Bright & Cosy CBD 2BR 5mins to Tanjong Pagar MRT,Entire home/apt,Downtown Core,Central Region,196,92,365
18889,2021-12-07,2021-12,2021,50433019,Boat Stay (Floating Chalet),Entire home/apt,Punggol,North-East Region,333,150,187
18890,2021-12-07,2021-12,2021,40361907,371 L2R2 Master bedroom w Private toilet,Private room,Geylang,Central Region,70,92,150
18891,2021-12-07,2021-12,2021,47912630,"Double Room, SHORT OVERNIGHT, 12 hours: 9PM-9AM",Private room,Downtown Core,Central Region,165,1,6
18892,2021-12-08,2021-12,2021,5052014,Modern Serviced Studio in CBD w MRT,Entire home/apt,Outram,Central Region,169,6,68
18893,2021-12-08,2021-12,2021,18166182,Lux 2Br @Tanjong Pagar / ShentonWay,Entire home/apt,Outram,Central Region,399,92,0
18894,2021-12-08,2021-12,2021,29302695,Yunnan Garden Corner Terrace ( Near NTU),Private room,Jurong West,West Region,80,92,101
18895,2021-12-08,2021-12,2021,40267722,Cosy single room 1 - Shared Penthouse,Private room,River Valley,Central Region,59,92,275
18896,2021-12-08,2021-12,2021,39689162,All-new fully furnished Loft Studio in CBD w MRT,Entire home/apt,Bukit Merah,Central Region,228,6,39
18897,2021-12-08,2021-12,2021,33388955,Spacious 1 Br very close to MRT,Entire home/apt,Kallang,Central Region,140,92,112
18898,2021-12-08,2021-12,2021,33669171,Cozy Studio Centrally Located Near to Mrt,Entire home/apt,Rochor,Central Region,120,92,299
18899,2021-12-08,2021-12,2021,22745179,Sea View Studio @ Shenton,Entire home/apt,Downtown Core,Central Region,180,92,77
18900,2021-12-08,2021-12,2021,21854678,Studio Amaze~Cozy Serviced Apartment with WIFI,Entire home/apt,Kallang,Central Region,172,7,101
18901,2021-12-08,2021-12,2021,46144509,"Double, Window, DAYUSE, 5 hours: 4PM-9PM",Private room,Downtown Core,Central Region,122,1,9
18902,2021-12-09,2021-12,2021,33388955,Spacious 1 Br very close to MRT,Entire home/apt,Kallang,Central Region,140,92,112
18903,2021-12-09,2021-12,2021,51122058,Marina Bay Sands（MBS）Hotel,Private room,Marina South,Central Region,580,1,251
18904,2021-12-09,2021-12,2021,6300577,"1Min walk to MRT, Ensuite Studio Room for 1 person",Private room,Geylang,Central Region,98,92,72
18905,2021-12-09,2021-12,2021,50737006,SG Serviced Apartment | 悠邸服务式公寓 | 位于市中心步行3分钟到地铁,Entire home/apt,Rochor,Central Region,175,6,365
18906,2021-12-09,2021-12,2021,22114845,"(v1) CozyRoom Near City, 6mins Walk To Aljunid MRT",Private room,Geylang,Central Region,56,92,16
18907,2021-12-09,2021-12,2021,51076382,Private Double Window cabin near Jalan Besar MRT,Private room,Rochor,Central Region,466,1,1
18908,2021-12-09,2021-12,2021,47296644,Nature Inspired Executive 1BR Apartment in Novena,Entire home/apt,Novena,Central Region,413,1,8
18909,2021-12-10,2021-12,2021,47945468,Single cabin shared bathroom in Tanjong Pagar MRT,Private room,Outram,Central Region,287,1,2
18910,2021-12-10,2021-12,2021,30687199,The Nest - Modern Living in the food paradise,Entire home/apt,Marine Parade,Central Region,139,365,1
18911,2021-12-10,2021-12,2021,53175850,NOVENA Serviced Apartment-Premium One bedroom 5,Entire home/apt,Novena,Central Region,160,4,93
18912,2021-12-10,2021-12,2021,43337094,"Double Room, DAYUSE, 5 hours: 4PM-9PM",Private room,Downtown Core,Central Region,119,1,7
18913,2021-12-10,2021-12,2021,16370834,Comfortable Chermai (BR2),Private room,Serangoon,North-East Region,90,92,65
18914,2021-12-10,2021-12,2021,51809755,"Double, Window, DAYUSE, 7 hours: 9AM-4PM",Private room,Rochor,Central Region,124,1,8
18915,2021-12-10,2021-12,2021,19231371,Superior Studio Room in house(8) with services,Private room,Bedok,East Region,130,92,364
18916,2021-12-10,2021-12,2021,29302695,Yunnan Garden Corner Terrace ( Near NTU),Private room,Jurong West,West Region,80,92,101
18917,2021-12-10,2021-12,2021,5233415,Furnished CBD Serviced Studio w MRT,Entire home/apt,Bukit Merah,Central Region,169,6,40
18918,2021-12-10,2021-12,2021,43177325,Classic Serviced Room in Central Business District,Private room,Kallang,Central Region,45,92,276
18919,2021-12-10,2021-12,2021,31687465,Cozy Lakeshore condo common room,Private room,Jurong West,West Region,65,92,1
18920,2021-12-10,2021-12,2021,53181539,Lovely private room in Condo with excellent facilities in heart of Town,Private room,Tanglin,Central Region,75,92,8
18921,2021-12-10,2021-12,2021,34526007,Luxurious 1 Br very close to MRT,Entire home/apt,Rochor,Central Region,140,92,40
18922,2021-12-11,2021-12,2021,4973227,Boat Quay Studio Apartment (South bridge Wing),Entire home/apt,Downtown Core,Central Region,206,1,365
18923,2021-12-11,2021-12,2021,10214097,#Deluxe Sea-Facing Condo ~ Luxury Beach Amenities,Entire home/apt,Bedok,East Region,190,92,1
18924,2021-12-11,2021-12,2021,46491972,1 bedroom Studio unit near Orchard,Entire home/apt,Tanglin,Central Region,200,92,3
18925,2021-12-11,2021-12,2021,33388955,Spacious 1 Br very close to MRT,Entire home/apt,Kallang,Central Region,140,92,112
18926,2021-12-11,2021-12,2021,41926070,Colonial British House Room for Rent 01/02/2020,Private room,Kallang,Central Region,82,92,83
18927,2021-12-11,2021-12,2021,34526007,Luxurious 1 Br very close to MRT,Entire home/apt,Rochor,Central Region,140,92,40
18928,2021-12-12,2021-12,2021,43336673,"Double Room, DAYUSE, 5 hours: 9AM-2PM",Private room,Downtown Core,Central Region,98,1,8
18929,2021-12-12,2021-12,2021,51122058,Marina Bay Sands（MBS）Hotel,Private room,Marina South,Central Region,580,1,251
18930,2021-12-12,2021-12,2021,40198092,"Modern Bedroom with En-Suite, Lap Pool & Kitchen",Private room,Clementi,West Region,118,92,256
18931,2021-12-12,2021-12,2021,16758638,Quirky gem near Orchard Road / INSEAD (1 bedroom),Private room,Bukit Timah,Central Region,98,92,39
18932,2021-12-12,2021-12,2021,41120765,Ensuite double room 2.0- Penthouse Prime location,Private room,Museum,Central Region,75,92,274
18933,2021-12-12,2021-12,2021,47911042,"Double Room, DAYUSE, 8 hours: 11AM-7PM",Private room,Downtown Core,Central Region,130,1,8
18934,2021-12-12,2021-12,2021,16966634,Quiet and Safe Location (BR1),Private room,Serangoon,North-East Region,90,92,277
18935,2021-12-12,2021-12,2021,47927882,Nature Inspired Premier 1BR Apartment in Novena,Entire home/apt,Novena,Central Region,258,92,365
18936,2021-12-12,2021-12,2021,38026889,Modern Apartment with City View in CBD SG,Entire home/apt,Rochor,Central Region,320,6,362
18937,2021-12-12,2021-12,2021,49133042,"full kitchen, petfriendly service apartment Town",Entire home/apt,Downtown Core,Central Region,188,6,66
18938,2021-12-12,2021-12,2021,51122424,Marina Bay Sands Hotel staycations,Private room,Marina South,Central Region,662,1,129
18939,2021-12-13,2021-12,2021,16370834,Comfortable Chermai (BR2),Private room,Serangoon,North-East Region,90,92,65
18940,2021-12-13,2021-12,2021,43408005,"Double, Window, DAYUSE, 5 hours: 10AM-3PM",Private room,Rochor,Central Region,95,1,8
18941,2021-12-13,2021-12,2021,49100433,"Double Room, DAYUSE, 9 hours: 8AM-5PM",Private room,Downtown Core,Central Region,127,1,8
18942,2021-12-13,2021-12,2021,49100433,"Double Room, DAYUSE, 9 hours: 8AM-5PM",Private room,Downtown Core,Central Region,127,1,8
18943,2021-12-13,2021-12,2021,51122424,Marina Bay Sands Hotel staycations,Private room,Marina South,Central Region,662,1,129
18944,2021-12-13,2021-12,2021,42545850,Clean newly renovated aircondition double bedroom,Private room,Yishun,North Region,72,92,19
18945,2021-12-13,2021-12,2021,22454647,Modern 3 bedroom Condominium Near Public transport,Entire home/apt,Pasir Ris,East Region,393,92,0
18946,2021-12-13,2021-12,2021,43359359,Luxury Modern studio room SEN-5 with shared pool,Private room,Bedok,East Region,140,92,87
18947,2021-12-13,2021-12,2021,52525651,FS S3 central home private bath & kitchen,Entire home/apt,Kallang,Central Region,115,92,73
18948,2021-12-13,2021-12,2021,50707898,SG Clean Apartment 新加坡市中心 |  现代配备齐全服务式公寓靠近百胜地铁站,Entire home/apt,Rochor,Central Region,175,6,365
